field_1,id,lat,lon,time,tags,challenges,username,mapid,name,year,month,day,hblock,streetuse
2551,3624997,49.30149481,-123.1303711,6/30/2019,,Ocean Heroes,queen-lyla-,,,2019,6,30,NA,NA
2552,3624998,49.30153335,-123.1305843,6/30/2019,napkin,Ocean Heroes,chavela.54,,,2019,6,30,NA,NA
2553,3624996,49.30220371,-123.1299412,6/30/2019,candywrapper+ricola,Ocean Heroes,sammy-badger,,,2019,6,30,NA,NA
2554,3625074,49.30158791,-123.1306111,6/30/2019,,Ocean Heroes,grace-doleshel,,,2019,6,30,NA,NA
2555,3625260,49.30144682,-123.1303827,6/30/2019,paper,Ocean Heroes,Soph_FromLondon,,,2019,6,30,NA,NA
2556,3625292,49.3020481,-123.1299066,6/30/2019,plastic,Ocean Heroes,linnea1237,,,2019,6,30,NA,NA
2557,3625183,49.30158873,-123.1304941,6/30/2019,,Ocean Heroes,georgia-14-10,,,2019,6,30,NA,NA
2558,3625160,49.30169061,-123.1301164,6/30/2019,,Ocean Heroes,litterfighters,,,2019,6,30,NA,NA
2559,3625067,49.30159996,-123.1306057,6/30/2019,,Ocean Heroes,grace-doleshel,,,2019,6,30,NA,NA
2560,3625214,49.30158663,-123.1305966,6/30/2019,,Ocean Heroes,avneet-dhunna,,,2019,6,30,NA,NA
2561,3624995,49.3014974,-123.1306943,6/30/2019,paper,Ocean Heroes,chavela.54,,,2019,6,30,NA,NA
2562,3624994,49.30142863,-123.1303775,6/30/2019,plastic+wrapper,Ocean Heroes,ruthiemarfoe,,,2019,6,30,NA,NA
2563,3625193,49.30151907,-123.130547,6/30/2019,plastic,Ocean Heroes,chloe-mei,,,2019,6,30,NA,NA
2564,3624991,49.30212826,-123.1299719,6/30/2019,paper+napkin,Ocean Heroes,sammy-badger,,,2019,6,30,NA,NA
2565,3624992,49.30154575,-123.1303515,6/30/2019,plastic,Ocean Heroes,vkeroles,,,2019,6,30,NA,NA
2566,3624993,49.3014974,-123.1306943,6/30/2019,paper,Ocean Heroes,chavela.54,,,2019,6,30,NA,NA
2567,3624990,49.30144412,-123.1303218,6/30/2019,plastic,Ocean Heroes,hannahdonley,,,2019,6,30,NA,NA
2568,3625060,49.30158781,-123.1306011,6/30/2019,,Ocean Heroes,grace-doleshel,,,2019,6,30,NA,NA
2569,3625159,49.30167883,-123.1301133,6/30/2019,,Ocean Heroes,litterfighters,,,2019,6,30,NA,NA
2570,3624989,49.30203342,-123.1300372,6/30/2019,,Ocean Heroes,maddie-t,,,2019,6,30,NA,NA
2571,3624987,49.30101926,-123.1313946,6/30/2019,plastic+wrapper,Ocean Heroes,vkeroles,,,2019,6,30,NA,NA
2572,3625054,49.30156834,-123.130596,6/30/2019,,Ocean Heroes,grace-doleshel,,,2019,6,30,NA,NA
2573,3624984,49.30140646,-123.1303738,6/30/2019,plastic,Ocean Heroes,ruthiemarfoe,,,2019,6,30,NA,NA
2574,3624985,49.30194938,-123.1298836,6/30/2019,,Ocean Heroes,tucker-benjamin-ewell,,,2019,6,30,NA,NA
2575,3625158,49.30170817,-123.1301529,6/30/2019,,Ocean Heroes,litterfighters,,,2019,6,30,NA,NA
2576,3624983,49.30162799,-123.1301047,6/30/2019,cigarette,Ocean Heroes,milada-dzev,,,2019,6,30,NA,NA
2577,3624986,49.3018093,-123.1301767,6/30/2019,wrapper,Ocean Heroes,emma-66,,,2019,6,30,NA,NA
2578,3625157,49.30171609,-123.1301625,6/30/2019,,Ocean Heroes,litterfighters,,,2019,6,30,NA,NA
2579,3624981,49.30146183,-123.1302174,6/30/2019,tiewrap,Ocean Heroes,hannahdonley,,,2019,6,30,NA,NA
2580,3625102,49.30142982,-123.1297228,6/30/2019,plastic,Ocean Heroes,maggielin,,,2019,6,30,NA,NA
2581,3625156,49.30171768,-123.130194,6/30/2019,,Ocean Heroes,litterfighters,,,2019,6,30,NA,NA
2582,3625259,49.30135097,-123.1304464,6/30/2019,wrapper,Ocean Heroes,Soph_FromLondon,,,2019,6,30,NA,NA
2583,3624982,49.30155729,-123.1304375,6/30/2019,plastic+tape,Ocean Heroes,muhammad_5568,,,2019,6,30,NA,NA
2584,3625339,49.30202144,-123.1299952,6/30/2019,plastic,Ocean Heroes,n_mahler21,,,2019,6,30,NA,NA
2585,3624979,49.30138026,-123.1303737,6/30/2019,,Ocean Heroes,queen-lyla-,,,2019,6,30,NA,NA
2586,3625290,49.30202157,-123.1299754,6/30/2019,plastic,Ocean Heroes,linnea1237,,,2019,6,30,NA,NA
2587,3624978,49.30141962,-123.1303009,6/30/2019,paper+wrapper+sticker,Ocean Heroes,ruthiemarfoe,,,2019,6,30,NA,NA
2588,3625317,49.30205551,-123.1299191,6/30/2019,plastic+ziplock,,litterati-134327,,,2019,6,30,NA,NA
2589,3625241,49.30129423,-123.1304762,6/30/2019,plastic,Ocean Heroes,serena-49,,,2019,6,30,NA,NA
2590,3625338,49.30202664,-123.1300125,6/30/2019,,Ocean Heroes,n_mahler21,,,2019,6,30,NA,NA
2591,3624976,49.30204073,-123.1300034,6/30/2019,,Ocean Heroes,maddie-t,,,2019,6,30,NA,NA
2592,3624975,49.30138727,-123.1303831,6/30/2019,,Ocean Heroes,queen-lyla-,,,2019,6,30,NA,NA
2593,3624974,49.30160987,-123.1300866,6/30/2019,plastic,Ocean Heroes,milada-dzev,,,2019,6,30,NA,NA
2594,3625337,49.30202056,-123.1300004,6/30/2019,plastic,Ocean Heroes,n_mahler21,,,2019,6,30,NA,NA
2595,3624973,49.30147285,-123.1302895,6/30/2019,paper+napkin,Ocean Heroes,ruthiemarfoe,,,2019,6,30,NA,NA
2596,3625101,49.30137932,-123.1297487,6/30/2019,plastic,Ocean Heroes,maggielin,,,2019,6,30,NA,NA
2597,3624972,49.30154795,-123.1304693,6/30/2019,wrapper,Ocean Heroes,Sea-Otter,,,2019,6,30,NA,NA
2598,3625315,49.30197153,-123.1298739,6/30/2019,plastic,,litterati-134327,,,2019,6,30,NA,NA
2599,3625314,49.30197153,-123.1298739,6/30/2019,plastic,,litterati-134327,,,2019,6,30,NA,NA
2600,3625154,49.30161643,-123.1302467,6/30/2019,,Ocean Heroes,litterfighters,,,2019,6,30,NA,NA
2601,3625213,49.30147503,-123.130537,6/30/2019,,Ocean Heroes,avneet-dhunna,,,2019,6,30,NA,NA
2602,3625006,49.30147039,-123.1305341,6/30/2019,,Ocean Heroes,grace-doleshel,,,2019,6,30,NA,NA
2603,3624999,49.30147039,-123.1305341,6/30/2019,,Ocean Heroes,grace-doleshel,,,2019,6,30,NA,NA
2604,3625099,49.30138476,-123.1297811,6/30/2019,plastic+packaging,Ocean Heroes,maggielin,,,2019,6,30,NA,NA
2605,3625289,49.30197656,-123.1299918,6/30/2019,string,Ocean Heroes,linnea1237,,,2019,6,30,NA,NA
2606,3624970,49.30194361,-123.1299368,6/30/2019,,Ocean Heroes,tucker-benjamin-ewell,,,2019,6,30,NA,NA
2607,3625180,49.30153839,-123.1303256,6/30/2019,,Ocean Heroes,georgia-14-10,,,2019,6,30,NA,NA
2608,3624969,49.30154464,-123.1302069,6/30/2019,cigarette,Ocean Heroes,milada-dzev,,,2019,6,30,NA,NA
2609,3624988,49.30148711,-123.1304991,6/30/2019,,Ocean Heroes,grace-doleshel,,,2019,6,30,NA,NA
2610,3625240,49.30144108,-123.1303311,6/30/2019,paper,Ocean Heroes,serena-49,,,2019,6,30,NA,NA
2611,3625258,49.30144238,-123.1303669,6/30/2019,paper,Ocean Heroes,Soph_FromLondon,,,2019,6,30,NA,NA
2612,3624968,49.30216568,-123.1301976,6/30/2019,,Ocean Heroes,maddie-t,,,2019,6,30,NA,NA
2613,3625313,49.30196977,-123.1300149,6/30/2019,wood+clip,,litterati-134327,,,2019,6,30,NA,NA
2614,3625153,49.30155981,-123.1302213,6/30/2019,,Ocean Heroes,litterfighters,,,2019,6,30,NA,NA
2615,3624966,49.30153817,-123.130176,6/30/2019,plastic,Ocean Heroes,milada-dzev,,,2019,6,30,NA,NA
2616,3625152,49.30153718,-123.130191,6/30/2019,,Ocean Heroes,litterfighters,,,2019,6,30,NA,NA
2617,3625257,49.30144238,-123.1303669,6/30/2019,paper,Ocean Heroes,Soph_FromLondon,,,2019,6,30,NA,NA
2618,3624965,49.30142359,-123.1304893,6/30/2019,paper,Ocean Heroes,chavela.54,,,2019,6,30,NA,NA
2619,3624964,49.30154908,-123.1305028,6/30/2019,paper,Ocean Heroes,Sea-Otter,,,2019,6,30,NA,NA
2620,3624963,49.30154278,-123.130189,6/30/2019,plastic,Ocean Heroes,milada-dzev,,,2019,6,30,NA,NA
2621,3624961,49.30125102,-123.1303709,6/30/2019,,Ocean Heroes,queen-lyla-,,,2019,6,30,NA,NA
2622,3624977,49.30142396,-123.1304306,6/30/2019,,Ocean Heroes,grace-doleshel,,,2019,6,30,NA,NA
2623,3624960,49.3018025,-123.1303343,6/30/2019,bandaid,Ocean Heroes,sammy-badger,,,2019,6,30,NA,NA
2624,3625312,49.3018696,-123.1301168,6/30/2019,plastic+ziplock,,litterati-134327,,,2019,6,30,NA,NA
2625,3625288,49.30190803,-123.1301802,6/30/2019,plastic,Ocean Heroes,linnea1237,,,2019,6,30,NA,NA
2626,3624959,49.30126556,-123.1303597,6/30/2019,plastic,Ocean Heroes,ruthiemarfoe,,,2019,6,30,NA,NA
2627,3624957,49.30123287,-123.1303468,6/30/2019,cottonball+plastic,Ocean Heroes,ruthiemarfoe,,,2019,6,30,NA,NA
2628,3624955,49.30121615,-123.1303655,6/30/2019,styrofoam,Ocean Heroes,ruthiemarfoe,,,2019,6,30,NA,NA
2629,3624954,49.30120273,-123.1304284,6/30/2019,,,tani-banani,,,2019,6,30,NA,NA
2630,3624953,49.30153496,-123.130601,6/30/2019,,Ocean Heroes,loel,,,2019,6,30,NA,NA
2631,3625151,49.30143173,-123.130158,6/30/2019,,Ocean Heroes,litterfighters,,,2019,6,30,NA,NA
2632,3625336,49.30176579,-123.130331,6/30/2019,paper,Ocean Heroes,n_mahler21,,,2019,6,30,NA,NA
2633,3624951,49.3012366,-123.1303506,6/30/2019,plastic,Ocean Heroes,ruthiemarfoe,,,2019,6,30,NA,NA
2634,3625179,49.30123576,-123.1303817,6/30/2019,,Ocean Heroes,georgia-14-10,,,2019,6,30,NA,NA
2635,3624950,49.30175506,-123.1303606,6/30/2019,paper+napkin,Ocean Heroes,sammy-badger,,,2019,6,30,NA,NA
2636,3624949,49.30123196,-123.1302212,6/30/2019,plastic,Ocean Heroes,chavela.54,,,2019,6,30,NA,NA
2637,3624947,49.30117244,-123.1303459,6/30/2019,,Ocean Heroes,queen-lyla-,,,2019,6,30,NA,NA
2638,3625261,49.30144791,-123.1303023,6/30/2019,plastic+bottle+wrapper,Ocean Heroes,serena-49,,,2019,6,30,NA,NA
2639,3624945,49.30182624,-123.1303873,6/30/2019,,Ocean Heroes,maddie-t,,,2019,6,30,NA,NA
2640,3624946,49.30174535,-123.1303633,6/30/2019,paper+napkin,Ocean Heroes,sammy-badger,,,2019,6,30,NA,NA
2641,3624944,49.30124378,-123.1302367,6/30/2019,plastic,Ocean Heroes,chavela.54,,,2019,6,30,NA,NA
2642,3624943,49.30112828,-123.1304964,6/30/2019,,,tani-banani,,,2019,6,30,NA,NA
2643,3624942,49.30140629,-123.1303156,6/30/2019,paper,Ocean Heroes,milada-dzev,,,2019,6,30,NA,NA
2644,3624940,49.30175451,-123.1303937,6/30/2019,,Ocean Heroes,tucker-benjamin-ewell,,,2019,6,30,NA,NA
2645,3624941,49.30109569,-123.1304807,6/30/2019,,,tani-banani,,,2019,6,30,NA,NA
2646,3624937,49.30122656,-123.1302682,6/30/2019,straw,Ocean Heroes,chavela.54,,,2019,6,30,NA,NA
2647,3625255,49.30151752,-123.1302811,6/30/2019,wrapper,Ocean Heroes,Soph_FromLondon,,,2019,6,30,NA,NA
2648,3624936,49.30130697,-123.1303917,6/30/2019,plastic,Ocean Heroes,ruthiemarfoe,,,2019,6,30,NA,NA
2649,3624971,49.30132698,-123.1303926,6/30/2019,,Ocean Heroes,grace-doleshel,,,2019,6,30,NA,NA
2650,3624935,49.30123353,-123.1302981,6/30/2019,plastic,Ocean Heroes,chavela.54,,,2019,6,30,NA,NA
2651,3625488,49.30129016,-123.1310027,6/30/2019,toy+lego,Ocean Heroes,rianna-burnside,,,2019,6,30,NA,NA
2652,3624933,49.30124777,-123.1302954,6/30/2019,bubble wrap,Ocean Heroes,chavela.54,,,2019,6,30,NA,NA
2653,3625175,49.30137759,-123.1306074,6/30/2019,plastic,,savetheworld8,,,2019,6,30,NA,NA
2654,3625232,49.30122998,-123.1303878,6/30/2019,,Ocean Heroes,georgia-14-10,,,2019,6,30,NA,NA
2655,3625211,49.30119243,-123.1302292,6/30/2019,,Ocean Heroes,avneet-dhunna,,,2019,6,30,NA,NA
2656,3624967,49.30134367,-123.1304179,6/30/2019,,Ocean Heroes,grace-doleshel,,,2019,6,30,NA,NA
2657,3625311,49.30162938,-123.1303662,6/30/2019,plastic+balloon,,litterati-134327,,,2019,6,30,NA,NA
2658,3624932,49.30132101,-123.1303775,6/30/2019,styrofoam,Ocean Heroes,ruthiemarfoe,,,2019,6,30,NA,NA
2659,3624931,49.30158009,-123.1303276,6/30/2019,paper,Ocean Heroes,Sea-Otter,,,2019,6,30,NA,NA
2660,3625254,49.30149347,-123.1303013,6/30/2019,paper,Ocean Heroes,Soph_FromLondon,,,2019,6,30,NA,NA
2661,3624958,49.30115429,-123.1302725,6/30/2019,cigarettebutt,Ocean Heroes,chavela.54,,,2019,6,30,NA,NA
2662,3625165,49.30120136,-123.1304404,6/30/2019,,Ocean Heroes,litterfighters,,,2019,6,30,NA,NA
2663,3624962,49.30134062,-123.1304355,6/30/2019,,Ocean Heroes,grace-doleshel,,,2019,6,30,NA,NA
2664,3625262,49.30149368,-123.1303349,6/30/2019,plastic+plasticwrapper,Ocean Heroes,serena-49,,,2019,6,30,NA,NA
2665,3624928,49.30115681,-123.130281,6/30/2019,cigarettebutt,Ocean Heroes,chavela.54,,,2019,6,30,NA,NA
2666,3624924,49.30118313,-123.1303505,6/30/2019,,Ocean Heroes,litterfighters,,,2019,6,30,NA,NA
2667,3624923,49.30111677,-123.1303395,6/30/2019,,Ocean Heroes,queen-lyla-,,,2019,6,30,NA,NA
2668,3625287,49.30137922,-123.1303795,6/30/2019,crayon,Ocean Heroes,linnea1237,,,2019,6,30,NA,NA
2669,3624921,49.30118313,-123.1303505,6/30/2019,,Ocean Heroes,litterfighters,,,2019,6,30,NA,NA
2670,3625025,49.30108317,-123.1304327,6/30/2019,cigarette,Ocean Heroes,chloe-mei,,,2019,6,30,NA,NA
2671,3625285,49.30147419,-123.1303324,6/30/2019,barcode,Ocean Heroes,Soph_FromLondon,,,2019,6,30,NA,NA
2672,3624918,49.30117493,-123.1302793,6/30/2019,rubber,Ocean Heroes,hannahdonley,,,2019,6,30,NA,NA
2673,3624956,49.30129908,-123.1303629,6/30/2019,,Ocean Heroes,grace-doleshel,,,2019,6,30,NA,NA
2674,3624948,49.30128167,-123.1303347,6/30/2019,,Ocean Heroes,grace-doleshel,,,2019,6,30,NA,NA
2675,3625210,49.30112332,-123.1304054,6/30/2019,,Ocean Heroes,avneet-dhunna,,,2019,6,30,NA,NA
2676,3625307,49.3013519,-123.1303474,6/30/2019,cigarette,,litterati-134327,,,2019,6,30,NA,NA
2677,3625306,49.30135081,-123.1303187,6/30/2019,plastic+lego,,litterati-134327,,,2019,6,30,NA,NA
2678,3625095,49.30121453,-123.1300032,6/30/2019,plastic,Ocean Heroes,maggielin,,,2019,6,30,NA,NA
2679,3625233,49.30091849,-123.1314047,6/30/2019,,Ocean Heroes,georgia-14-10,,,2019,6,30,NA,NA
2680,3624913,49.30127432,-123.1303836,6/30/2019,cardboard,Ocean Heroes,milada-dzev,,,2019,6,30,NA,NA
2681,3624934,49.3012349,-123.1303807,6/30/2019,,Ocean Heroes,grace-doleshel,,,2019,6,30,NA,NA
2682,3625305,49.30130776,-123.1302456,6/30/2019,cigarette,,litterati-134327,,,2019,6,30,NA,NA
2683,3624911,49.30121848,-123.1302391,6/30/2019,fruit sticker,Ocean Heroes,chavela.54,,,2019,6,30,NA,NA
2684,3625093,49.30124108,-123.1300378,6/30/2019,wrapper+paper,Ocean Heroes,maggielin,,,2019,6,30,NA,NA
2685,3624910,49.3012658,-123.1303605,6/30/2019,metal,Ocean Heroes,milada-dzev,,,2019,6,30,NA,NA
2686,3624929,49.30123722,-123.1303916,6/30/2019,,Ocean Heroes,grace-doleshel,,,2019,6,30,NA,NA
2687,3625111,49.30125902,-123.1300305,6/30/2019,paper,Ocean Heroes,maggielin,,,2019,6,30,NA,NA
2688,3624908,49.30124608,-123.1303813,6/30/2019,plastic,Ocean Heroes,milada-dzev,,,2019,6,30,NA,NA
2689,3624919,49.30126057,-123.1303899,6/30/2019,,Ocean Heroes,grace-doleshel,,,2019,6,30,NA,NA
2690,3625304,49.30121003,-123.1299553,6/30/2019,plastic,,litterati-134327,,,2019,6,30,NA,NA
2691,3625209,49.30110295,-123.1304464,6/30/2019,,Ocean Heroes,avneet-dhunna,,,2019,6,30,NA,NA
2692,3624906,49.30122593,-123.1303358,6/30/2019,cigarette,Ocean Heroes,milada-dzev,,,2019,6,30,NA,NA
2693,3624907,49.30072845,-123.1314057,6/30/2019,cigarettebutt,Ocean Heroes,chavela.54,,,2019,6,30,NA,NA
2694,3625303,49.30132084,-123.1303145,6/30/2019,cigarette,,litterati-134327,,,2019,6,30,NA,NA
2695,3624905,49.3012403,-123.1304754,6/30/2019,,Ocean Heroes,maddie-t,,,2019,6,30,NA,NA
2696,3624912,49.301132,-123.130397,6/30/2019,styrofoam,Ocean Heroes,muhammad_5568,,,2019,6,30,NA,NA
2697,3624914,49.30127524,-123.1303707,6/30/2019,,Ocean Heroes,grace-doleshel,,,2019,6,30,NA,NA
2698,3625239,49.30097018,-123.1309271,6/30/2019,,,litterati-134328,,,2019,6,30,NA,NA
2699,3624909,49.30124449,-123.1303821,6/30/2019,,Ocean Heroes,grace-doleshel,,,2019,6,30,NA,NA
2700,3624902,49.30109592,-123.131367,6/30/2019,paper,Ocean Heroes,milada-dzev,,,2019,6,30,NA,NA
2701,3624901,49.30119735,-123.1303682,6/30/2019,two cigarettes+marlboro,Ocean Heroes,sammy-badger,,,2019,6,30,NA,NA
2702,3625238,49.30097018,-123.1309271,6/30/2019,,,litterati-134328,,,2019,6,30,NA,NA
2703,3625237,49.30097018,-123.1309271,6/30/2019,,,litterati-134328,,,2019,6,30,NA,NA
2704,3625236,49.30097018,-123.1309271,6/30/2019,,,litterati-134328,,,2019,6,30,NA,NA
2705,3624903,49.30120295,-123.1304984,6/30/2019,,Ocean Heroes,litterfighters,,,2019,6,30,NA,NA
2706,3624900,49.30121242,-123.1304945,6/30/2019,,Ocean Heroes,litterfighters,,,2019,6,30,NA,NA
2707,3624899,49.30121523,-123.1305202,6/30/2019,,Ocean Heroes,litterfighters,,,2019,6,30,NA,NA
2708,3624898,49.30121523,-123.1305202,6/30/2019,,Ocean Heroes,litterfighters,,,2019,6,30,NA,NA
2709,3624897,49.30122332,-123.1308189,6/30/2019,tape,Ocean Heroes,milada-dzev,,,2019,6,30,NA,NA
2710,3624895,49.30126984,-123.1309639,6/30/2019,plastic piece,Ocean Heroes,chloe-mei,,,2019,6,30,NA,NA
2711,3624863,49.30111812,-123.1304103,6/30/2019,metal+copper+staple,Ocean Heroes,jennajunge10,,,2019,6,30,NA,NA
2712,3624862,49.3011452,-123.1303964,6/30/2019,plastic+bottle+miscellaneous,,jennajunge10,,,2019,6,30,NA,NA
2713,3624791,49.30153667,-123.1329945,6/30/2019,,,xDquinCY,,,2019,6,30,NA,NA
2714,3624790,49.30138333,-123.1332695,6/30/2019,,,xDquinCY,,,2019,6,30,NA,NA
2715,3624786,49.30138333,-123.1331778,6/30/2019,,,xDquinCY,,,2019,6,30,NA,NA
2716,3624787,49.30141333,-123.1331417,6/30/2019,,,xDquinCY,,,2019,6,30,NA,NA
2717,3624788,49.30154167,-123.1329805,6/30/2019,,,xDquinCY,,,2019,6,30,NA,NA
2718,3624789,49.301375,-123.1331417,6/30/2019,,,xDquinCY,,,2019,6,30,NA,NA
2719,3624785,49.301495,-123.13295,6/30/2019,,,xDquinCY,,,2019,6,30,NA,NA
2720,3624783,49.30146333,-123.1329945,6/30/2019,,,xDquinCY,,,2019,6,30,NA,NA
2721,3624784,49.301395,-123.1330945,6/30/2019,,,xDquinCY,,,2019,6,30,NA,NA
2722,3624782,49.301375,-123.1330945,6/30/2019,,,xDquinCY,,,2019,6,30,NA,NA
2723,3624780,49.30146333,-123.1329945,6/30/2019,,,xDquinCY,,,2019,6,30,NA,NA
2724,3624778,49.30207,-123.1320638,6/30/2019,,,xDquinCY,,,2019,6,30,NA,NA
2725,3624779,49.30154667,-123.1329333,6/30/2019,,,xDquinCY,,,2019,6,30,NA,NA
2726,3624781,49.30159667,-123.1328583,6/30/2019,,,xDquinCY,,,2019,6,30,NA,NA
2727,3624775,49.30207,-123.1320638,6/30/2019,,,xDquinCY,,,2019,6,30,NA,NA
2728,3624773,49.30220833,-123.1322472,6/30/2019,,,xDquinCY,,,2019,6,30,NA,NA
2729,3624770,49.30093333,-123.1318195,6/30/2019,,,xDquinCY,,,2019,6,30,NA,NA
2730,3624771,49.30220833,-123.1322472,6/30/2019,,,xDquinCY,,,2019,6,30,NA,NA
2731,3624688,49.30139272,-123.1307862,6/30/2019,,,xDquinCY,,,2019,6,30,NA,NA
2732,3624777,49.30169279,-123.1334605,6/30/2019,rubberband,Ocean Heroes,litterati-121700,,,2019,6,30,NA,NA
2733,3624776,49.30193586,-123.1337139,6/30/2019,plastic+zip tie,Ocean Heroes,litterati-121700,,,2019,6,30,NA,NA
2734,3624774,49.30193586,-123.1337139,6/30/2019,plastic+wrapper,Ocean Heroes,litterati-121700,,,2019,6,30,NA,NA
2735,3624772,49.30192492,-123.1337116,6/30/2019,plastic+candy+packaging+rockets,Ocean Heroes,litterati-121700,,,2019,6,30,NA,NA
2736,3624600,49.30140121,-123.1315024,6/30/2019,,Ocean Heroes,jessebullen ,,,2019,6,30,NA,NA
2737,3624769,49.30192492,-123.1337116,6/30/2019,plastic+cup,Ocean Heroes,litterati-121700,,,2019,6,30,NA,NA
2738,3624767,49.30192492,-123.1337116,6/30/2019,paper+receipt,Ocean Heroes,litterati-121700,,,2019,6,30,NA,NA
2739,3624766,49.3019512,-123.1337112,6/30/2019,plastic+bag,Ocean Heroes,litterati-121700,,,2019,6,30,NA,NA
2740,3624765,49.3019512,-123.1337112,6/30/2019,plastic+lid,Ocean Heroes,litterati-121700,,,2019,6,30,NA,NA
2741,3624764,49.3019512,-123.1337112,6/30/2019,plastic,Ocean Heroes,litterati-121700,,,2019,6,30,NA,NA
2742,3624763,49.3019512,-123.1337112,6/30/2019,plastic+wrapper,Ocean Heroes,litterati-121700,,,2019,6,30,NA,NA
2743,3624762,49.3019512,-123.1337112,6/30/2019,plastic+candy+packaging+rockets,Ocean Heroes,litterati-121700,,,2019,6,30,NA,NA
2744,3624761,49.30195414,-123.1336908,6/30/2019,plastic+spitz+bag,Ocean Heroes,litterati-121700,,,2019,6,30,NA,NA
2745,3624760,49.30189995,-123.1336738,6/30/2019,aluminum+wrapper,Ocean Heroes,litterati-121700,,,2019,6,30,NA,NA
2746,3624599,49.30172372,-123.1319953,6/30/2019,,Ocean Heroes,jessebullen ,,,2019,6,30,NA,NA
2747,3624598,49.3019098,-123.132429,6/30/2019,,Ocean Heroes,jessebullen ,,,2019,6,30,NA,NA
2748,3624597,49.3018652,-123.1322488,6/30/2019,paper,Ocean Heroes,jeremy-clark,,,2019,6,30,NA,NA
2749,3624596,49.30206247,-123.1326973,6/30/2019,,Ocean Heroes,jessebullen ,,,2019,6,30,NA,NA
2750,3624595,49.3021177,-123.1328816,6/30/2019,,Ocean Heroes,jessebullen ,,,2019,6,30,NA,NA
2751,3624680,49.30198184,-123.1323543,6/30/2019,,Ocean Heroes,anya_terese,,,2019,6,30,NA,NA
2752,3624594,49.30212484,-123.1329486,6/30/2019,,Ocean Heroes,jessebullen ,,,2019,6,30,NA,NA
2753,3624679,49.30199269,-123.132298,6/30/2019,,Ocean Heroes,anya_terese,,,2019,6,30,NA,NA
2754,3624678,49.30196004,-123.1322495,6/30/2019,,Ocean Heroes,anya_terese,,,2019,6,30,NA,NA
2755,3624593,49.30214851,-123.1329968,6/30/2019,plastic,Ocean Heroes,jeremy-clark,,,2019,6,30,NA,NA
2756,3624592,49.30216494,-123.1332218,6/30/2019,,Ocean Heroes,jessebullen ,,,2019,6,30,NA,NA
2757,3624759,49.30190221,-123.1337774,6/30/2019,plastic,Ocean Heroes,litterati-121700,,,2019,6,30,NA,NA
2758,3624758,49.30190221,-123.1337774,6/30/2019,aluminum+wrapper,Ocean Heroes,litterati-121700,,,2019,6,30,NA,NA
2759,3624590,49.30227657,-123.1333716,6/30/2019,,Ocean Heroes,jessebullen ,,,2019,6,30,NA,NA
2760,3624591,49.30210606,-123.1330467,6/30/2019,paper+hershey kiss,Ocean Heroes,jeremy-clark,,,2019,6,30,NA,NA
2761,3624589,49.30227657,-123.1333716,6/30/2019,,Ocean Heroes,jessebullen ,,,2019,6,30,NA,NA
2762,3624588,49.30229682,-123.1333925,6/30/2019,,Ocean Heroes,jessebullen ,,,2019,6,30,NA,NA
2763,3624587,49.30228815,-123.1333588,6/30/2019,,Ocean Heroes,jessebullen ,,,2019,6,30,NA,NA
2764,3624757,49.30194869,-123.1337594,6/30/2019,plastic+wrapper,Ocean Heroes,litterati-121700,,,2019,6,30,NA,NA
2765,3624586,49.30222703,-123.1332971,6/30/2019,,Ocean Heroes,jessebullen ,,,2019,6,30,NA,NA
2766,3624585,49.3021295,-123.1331748,6/30/2019,,Ocean Heroes,jessebullen ,,,2019,6,30,NA,NA
2767,3624756,49.30194098,-123.1337559,6/30/2019,plastic+lollipop,Ocean Heroes,litterati-121700,,,2019,6,30,NA,NA
2768,3624755,49.30194098,-123.1337559,6/30/2019,plastic+cup,Ocean Heroes,litterati-121700,,,2019,6,30,NA,NA
2769,3624582,49.30228405,-123.1327814,6/30/2019,plastic+bag,Ocean Heroes,jeremy-clark,,,2019,6,30,NA,NA
2770,3624753,49.30196382,-123.133739,6/30/2019,plastic+cheesestring+wrapper,Ocean Heroes,litterati-121700,,,2019,6,30,NA,NA
2771,3624630,49.30212127,-123.1330177,6/30/2019,plastic+wrapper,Ocean Heroes,crosscountrymoron-,,,2019,6,30,NA,NA
2772,3624752,49.30196382,-123.133739,6/30/2019,ribbon+plastic,Ocean Heroes,litterati-121700,,,2019,6,30,NA,NA
2773,3624751,49.30193884,-123.1337745,6/30/2019,metal,Ocean Heroes,litterati-121700,,,2019,6,30,NA,NA
2774,3624629,49.30214964,-123.1329598,6/30/2019,plastic+lid,Ocean Heroes,crosscountrymoron-,,,2019,6,30,NA,NA
2775,3624579,49.30213347,-123.1331227,6/30/2019,,Ocean Heroes,jessebullen ,,,2019,6,30,NA,NA
2776,3624578,49.30216075,-123.1329032,6/30/2019,plastic+red disk,Ocean Heroes,jeremy-clark,,,2019,6,30,NA,NA
2777,3624750,49.30191139,-123.1337406,6/30/2019,plastic+wrapper+goldfish,Ocean Heroes,litterati-121700,,,2019,6,30,NA,NA
2778,3624577,49.30218862,-123.1329255,6/30/2019,,Ocean Heroes,jeremy-clark,,,2019,6,30,NA,NA
2779,3624749,49.30191139,-123.1337406,6/30/2019,tape,Ocean Heroes,litterati-121700,,,2019,6,30,NA,NA
2780,3624748,49.30191139,-123.1337406,6/30/2019,plastic+wrapper+kitkat,Ocean Heroes,litterati-121700,,,2019,6,30,NA,NA
